EIN,NAME,COND,soi.year,DBA_NAME,GRP_RET_FOR_AFFLTS,GRP_EXMPT_NUM,ISSR_EIN_A,ISSR_EIN_B,ISSR_EIN_C,ISSR_EIN_D
841232395,CF&I RETIREES' VOLUNTARY EMPLOYEE BENEFICIARY ASSOCIATION TR,NA,2008,NA,N,NA,NA,NA,NA,NA
841232395,CF&I RETIREES' VOLUNTARY EMPLOYEE BENEFICIARY ASSOCIATION TR,NA,2009,NA,N,NA,NA,NA,NA,NA
841232395,CF&I RETIREES' VOLUNTARY EMPLOYEE BENEFICIARY ASSOCIATION TR,NA,2010,NA,N,NA,NA,NA,NA,NA
841232395,CF&I RETIREES' VOLUNTARY EMPLOYEE BENEFICIARY ASSOCIATION TR,NA,2011,NA,N,NA,NA,NA,NA,NA
841232395,CF&I RETIREES' VOLUNTARY EMPLOYEE BENEFICIARY ASSOCIATION TR,NA,2012,NA,N,NA,NA,NA,NA,NA
841236174,EAGLE SPRINGS GOLF CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
841236174,EAGLE SPRINGS GOLF CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
841236174,EAGLE SPRINGS GOLF CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
841236174,EAGLE SPRINGS GOLF CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
841236174,EAGLE SPRINGS GOLF CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
841297547,COLORADO ACCESS,NA,2008,NA,N,NA,NA,NA,NA,NA
841297547,COLORADO ACCESS,NA,2009,NA,N,NA,NA,NA,NA,NA
841297547,COLORADO ACCESS,NA,2010,NA,N,NA,NA,NA,NA,NA
841297547,COLORADO ACCESS,NA,2011,NA,N,NA,NA,NA,NA,NA
841297547,COLORADO ACCESS,NA,2012,NA,N,NA,NA,NA,NA,NA
841340151,HEALING TOUCH INTERNATIONAL INC,NA,2008,NA,N,NA,NA,NA,NA,NA
841340151,HEALING TOUCH INTERNATIONAL INC,NA,2009,NA,N,NA,NA,NA,NA,NA
841340151,HEALING TOUCH INTERNATIONAL INC,NA,2010,NA,N,NA,NA,NA,NA,NA
841340151,HEALING TOUCH INTERNATIONAL INC,NA,2011,NA,N,NA,NA,NA,NA,NA
841340151,HEALING TOUCH INTERNATIONAL INC,NA,2012,NA,N,NA,NA,NA,NA,NA
841354846,Denver Health Medical Plan Inc,NA,2010,NA,N,NA,NA,NA,NA,NA
841354846,Denver Health Medical Plan Inc,NA,2011,NA,N,NA,NA,NA,NA,NA
841354846,Denver Health Medical Plan Inc,NA,2012,NA,N,NA,NA,NA,NA,NA
841354846,DENVER HEALTH MEDICAL PLAN INC,NA,2008,NA,N,NA,NA,NA,NA,NA
841354846,DENVER HEALTH MEDICAL PLAN INC,NA,2009,NA,N,NA,NA,NA,NA,NA
841361872,MOUNTAIN POST MILITARY LODGE #26,NA,2010,NA,N,3926,NA,NA,NA,NA
841376723,ACT FOR MT ID OR,NA,2011,NA,N,NA,NA,NA,NA,NA
841376723,ACT FOR MT ID OR,NA,2012,NA,N,NA,NA,NA,NA,NA
841407698,REGIONAL DEVELOPMENT ALLIANCE INC,NA,2008,NA,N,NA,NA,NA,NA,NA
841407698,REGIONAL DEVELOPMENT ALLIANCE INC,NA,2009,NA,N,NA,NA,NA,NA,NA
841477197,CARING FOR COLORADO FOUNDATION,NA,2010,NA,N,NA,NA,NA,NA,NA
841477197,CARING FOR COLORADO FOUNDATION,NA,2011,NA,N,NA,NA,NA,NA,NA
841477197,CARING FOR COLORADO FOUNDATION,NA,2012,NA,N,NA,NA,NA,NA,NA
841522585,STRAIGHT FROM THE HEART,NA,2010,NA,NA,0,NA,NA,NA,NA
841545125,ROCKY MOUNTAIN ANIME ASSOCIATION,NA,2008,NA,N,NA,NA,NA,NA,NA
841545125,ROCKY MOUNTAIN ANIME ASSOCIATION,NA,2010,NA,N,NA,NA,NA,NA,NA
841545125,ROCKY MOUNTAIN ANIME ASSOCIATION,NA,2011,NA,N,NA,NA,NA,NA,NA
841545125,ROCKY MOUNTAIN ANIME ASSOCIATION,NA,2012,NA,N,NA,NA,NA,NA,NA
841663065,ESCONDIDO CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
841663065,ESCONDIDO CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
841663065,ESCONDIDO CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
841663065,ESCONDIDO CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
841667861,GEOHOLIDAY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
846029106,COLORADO SHEET METAL WORKERS LOCAL 9 FAMILY HEALTH PLAN,NA,2009,NA,N,NA,NA,NA,NA,NA
846029106,COLORADO SHEET METAL WORKERS LOCAL 9 FAMILY HEALTH PLAN,NA,2010,NA,N,NA,NA,NA,NA,NA
846029106,COLORADO SHEET METAL WORKERS LOCAL 9 FAMILY HEALTH PLAN,NA,2011,NA,N,NA,NA,NA,NA,NA
846029106,COLORADO SHEET METAL WORKERS' LOCAL 9 FAMILY HEALTH PLAN,NA,2012,NA,N,NA,NA,NA,NA,NA
846029106,SHEET METAL WORKERS H&W,NA,2008,NA,N,NA,NA,NA,NA,NA
846044454,ROCKY MOUNTAIN UFCW UNIONS & EMPLOYERS HEALTH BENEFIT FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
846044454,ROCKY MOUNTAIN UFCW UNIONS & EMPLOYERS HEALTH BENEFIT FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
846044454,ROCKY MOUNTAIN UFCW UNIONS & EMPLOYERS HEALTH BENEFIT FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
846044454,ROCKY MOUNTAIN UFCW UNIONS & EMPLOYERS HEALTH BENEFIT FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
846044454,ROCKY MOUNTAIN UFCW UNIONS & EMPLOYERS HEALTH BENEFIT FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
846049226,COLORADO LABORERS HEALTH & WELFARE,NA,2009,NA,N,NA,NA,NA,NA,NA
846049226,COLORADO LABORERS HEALTH & WELFARE,NA,2010,NA,N,NA,NA,NA,NA,NA
846049226,COLORADO LABORERS HEALTH & WELFARE,NA,2011,NA,N,NA,NA,NA,NA,NA
846049226,COLORADO LABORERS HEALTH AND WELFARE,NA,2012,NA,N,NA,NA,NA,NA,NA
846067792,CONTRACTORS HEALTH TRUST F/K/A COLORADO CONTRACTORS TRUST,NA,2012,NA,N,NA,NA,NA,NA,NA
846120087,AMALGAMATED TRANSIT UNION DIVISION 1001 HEALTH & WELFARE,NA,2010,NA,N,NA,NA,NA,NA,NA
846266801,XCEL ENERGY INC VEBA TRUST FOR RETIRED EMPLOYEES,NA,2008,NA,N,NA,NA,NA,NA,NA
846266801,XCEL ENERGY INC VEBA TRUST FOR RETIRED EMPLOYEES,NA,2009,NA,N,NA,NA,NA,NA,NA
846266801,XCEL ENERGY INC VEBA TRUST FOR RETIRED EMPLOYEES,NA,2010,NA,N,NA,NA,NA,NA,NA
846266801,XCEL ENERGY INC VEBA TRUST FOR RETIRED EMPLOYEES,NA,2011,NA,N,NA,NA,NA,NA,NA
846266801,XCEL ENERGY INC VEBA TRUST FOR RETIRED EMPLOYEES,NA,2012,NA,N,NA,NA,NA,NA,NA
846276731,CO & WY MILLWRIGHT & EMPLOYER SAFETY INCENTIVE TRUST,NA,2008,NA,N,NA,NA,NA,NA,NA
846334312,THE WELLBRIDGE VEBA TRUST,NA,2008,NA,N,NA,NA,NA,NA,NA
846334312,THE WELLBRIDGE VEBA TRUST,NA,2009,NA,N,NA,NA,NA,NA,NA
846334312,THE WELLBRIDGE VEBA TRUST,NA,2010,NA,N,NA,NA,NA,NA,NA
846334312,THE WELLBRIDGE VEBA TRUST,NA,2011,NA,N,NA,NA,NA,NA,NA
846334312,THE WELLBRIDGE VEBA TRUST,NA,2012,NA,N,NA,NA,NA,NA,NA
850018960,ALBUQUERQUE COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
850112280,NEW MEXICO ELKS ASSN INC,NA,2009,NA,N,NA,NA,NA,NA,NA
850121400,PTA NEW MEXICO CONGRESS,NA,2010,NA,NA,2161,NA,NA,NA,NA
850121400,PTA NEW MEXICO CONGRESS,NA,2011,NA,NA,2161,NA,NA,NA,NA
850121400,PTA NEW MEXICO CONGRESS,NA,2012,NA,NA,2161,NA,NA,NA,NA
850155370,NEW MEXICO RURAL ELECTRIC COOPERATIVE ASSOCIATION INC,NA,2008,NA,N,NA,NA,NA,NA,NA
850155370,NEW MEXICO RURAL ELECTRIC COOPERATIVE ASSOCIATION INC,NA,2009,NA,N,NA,NA,NA,NA,NA
850155370,NEW MEXICO RURAL ELECTRIC COOPERATIVE ASSOCIATION INC,NA,2010,NA,N,NA,NA,NA,NA,NA
850155370,NEW MEXICO RURAL ELECTRIC COOPERATIVE ASSOCIATION INC,NA,2011,NA,N,NA,NA,NA,NA,NA
850155370,NEW MEXICO RURAL ELECTRIC COOPERATIVE ASSOCIATION INC,NA,2012,NA,N,NA,NA,NA,NA,NA
850164926,NEW MEXICO SHERIFFS & POLICE ASSN,NA,2010,NA,N,NA,NA,NA,NA,NA
850164926,NEW MEXICO SHERIFFS & POLICE ASSN,NA,2011,NA,N,NA,NA,NA,NA,NA
850198017,ALBUQUERQUE ECONOMIC DEVELOPMENT FDN INC,NA,2009,NA,N,NA,NA,NA,NA,NA
850198017,ALBUQUERQUE ECONOMIC DEVELOPMENT FDN INC,NA,2010,NA,N,NA,NA,NA,NA,NA
850198017,ALBUQUERQUE ECONOMIC DEVELOPMENT FDN INC,NA,2012,NA,N,NA,NA,NA,NA,NA
850198017,ALBUQUERQUE ECONOMIC DEVELOPMENT FOUNDATION INC,NA,2008,NA,N,NA,NA,NA,NA,NA
850198017,ALBUQUERQUE ECONOMIC DEVELOPMENT FOUNDATION INC,NA,2011,NA,N,NA,NA,NA,NA,NA
850199239,SUNNY ACRES SENIOR CENTER INC,NA,2008,NA,N,NA,NA,NA,NA,NA
850199239,SUNNY ACRES SENIOR CENTER INC,NA,2009,NA,N,NA,NA,NA,NA,NA
850199239,SUNNY ACRES SENIOR CENTER INC,NA,2011,NA,N,NA,NA,NA,NA,NA
850199239,SUNNY ACRES SENIOR CENTER INC,NA,2012,NA,N,NA,NA,NA,NA,NA
850202610,RETIREMENT PLANNING CO INC,NA,2008,NA,N,NA,NA,NA,NA,NA
850202610,RETIREMENT PLANNING CO INC,NA,2009,NA,N,NA,NA,NA,NA,NA
850202610,RETIREMENT PLANNING CO INC,NA,2010,NA,N,NA,NA,NA,NA,NA
850202610,RETIREMENT PLANNING CO INC,NA,2011,NA,N,NA,NA,NA,NA,NA
850202610,RETIREMENT PLANNING CO INC,NA,2012,NA,N,NA,NA,NA,NA,NA
850224562,Delta Dental Plan Of New Mexico Inc,NA,2008,NA,N,NA,NA,NA,NA,NA
850224562,DELTA DENTAL PLAN OF NEW MEXICO INC,NA,2009,NA,N,NA,NA,NA,NA,NA
850224562,DELTA DENTAL PLAN OF NEW MEXICO INC,NA,2010,NA,N,NA,NA,NA,NA,NA
850224562,DELTA DENTAL PLAN OF NEW MEXICO INC,NA,2011,NA,N,NA,NA,NA,NA,NA
850224562,DELTA DENTAL PLAN OF NEW MEXICO INC,NA,2012,NA,N,NA,NA,NA,NA,NA
850229393,TIERRA GRANDE IMPROVEMENT ASSOC INC TIERRA GRANDE IMPROVEMEN,NA,2012,NA,N,NA,NA,NA,NA,NA
850249111,NEW MEXICO PROPERTY & CASUALTY INS GUARANTY ASSN,NA,2008,NA,N,NA,NA,NA,NA,NA
850249111,NEW MEXICO PROPERTY & CASUALTY INS GUARANTY ASSN,NA,2009,NA,N,NA,NA,NA,NA,NA
850249111,NEW MEXICO PROPERTY & CASUALTY INS GUARANTY ASSN,NA,2010,NA,N,NA,NA,NA,NA,NA
850249111,NEW MEXICO PROPERTY & CASUALTY INS GUARANTY ASSN,NA,2011,NA,N,NA,NA,NA,NA,NA
850249111,NEW MEXICO PROPERTY & CASUALTY INS GUARANTY ASSN,NA,2012,NA,N,NA,NA,NA,NA,NA
850254477,UNITED STATES TENNIS ASSOCIATION SOUTHWEST SECTION INC,NA,2008,NA,N,NA,NA,NA,NA,NA
850254477,UNITED STATES TENNIS ASSOCIATION SOUTHWEST SECTION INC,NA,2011,NA,N,NA,NA,NA,NA,NA
850254477,USTA SOUTHWEST SECTION INC,NA,2009,NA,N,NA,NA,NA,NA,NA
850254477,USTA SOUTHWEST SECTION INC,NA,2010,NA,N,NA,NA,NA,NA,NA
850254477,USTA SOUTHWEST SECTION INC,NA,2012,NA,N,NA,NA,NA,NA,NA
850288180,ROTARY CLUB OF LAS CRUCES-RIO GRANDE,NA,2010,NA,NA,573,NA,NA,NA,NA
850288180,ROTARY CLUB OF LAS CRUCES-RIO GRANDE,NA,2011,NA,NA,573,NA,NA,NA,NA
850288180,ROTARY CLUB OF LAS CRUCES-RIO GRANDE,NA,2012,NA,NA,573,NA,NA,NA,NA
850295969,San Juan College Retiree Health Trust,NA,2011,NA,N,NA,NA,NA,NA,NA
850295969,SAN JUAN COLLEGE RETIREE HEALTH TRUST,NA,2010,NA,N,NA,NA,NA,NA,NA
850295969,SAN JUAN COLLEGE RETIREE HEALTH TRUST,NA,2012,NA,N,NA,NA,NA,NA,NA
850309387,LOS ALAMOS COMMERCE & DEVELOPMENT CORP,NA,2008,NA,N,NA,NA,NA,NA,NA
850309387,LOS ALAMOS COMMERCE & DEVELOPMENT CORP,NA,2009,NA,N,NA,NA,NA,NA,NA
850309387,LOS ALAMOS COMMERCE & DEVELOPMENT CORP,NA,2010,NA,N,NA,NA,NA,NA,NA
850309387,LOS ALAMOS COMMERCE & DEVELOPMENT CORP,NA,2011,NA,N,NA,NA,NA,NA,NA
850309387,LOS ALAMOS COMMERCE & DEVELOPMENT CORP,NA,2012,NA,N,NA,NA,NA,NA,NA
850379514,NEW MEXICO ONE CALL INC,NA,2009,NA,N,NA,NA,NA,NA,NA
850379514,NEW MEXICO ONE CALL INC,NA,2010,NA,N,NA,NA,NA,NA,NA
850379514,NEW MEXICO ONE CALL INC,NA,2011,NM 811,N,NA,NA,NA,NA,NA
850379514,NEW MEXICO ONE CALL INC,NA,2012,NEW MEXICO 811,N,NA,NA,NA,NA,NA
850379514,NEW MEXICO ONE-CALL SYSTEM INC,NA,2008,NA,N,NA,NA,NA,NA,NA
850393236,NEW MEXICO WINE GROWERS ASSOCIATION INC,NA,2009,NA,N,NA,NA,NA,NA,NA
850393236,NEW MEXICO WINEGROWERS ASSOCIATION,NA,2010,NA,N,NA,NA,NA,NA,NA
850393236,NEW MEXICO WINEGROWERS ASSOCIATION,NA,2011,NA,N,NA,NA,NA,NA,NA
850393236,NEW MEXICO WINEGROWERS ASSOCIATION,NA,2012,NA,N,NA,NA,NA,NA,NA
850403577,NEW MEXICO PUBLIC INTEREST RESEARCH GROUP FUND INC,NA,2011,NMPIRG,N,NA,NA,NA,NA,NA
850403577,NEW MEXICO PUBLIC INTEREST RESEARCH NEW GROUP FUND INC,NA,2010,NMPIRG,N,NA,NA,NA,NA,NA
850403577,PUBLIC INTEREST RESEARCH NEW MEXICO GROUP FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
850432307,PNM UNION MEDICAL MCM,NA,2009,NA,N,NA,NA,NA,NA,NA
850432307,PNM UNION MEDICAL MCM,NA,2010,NA,N,NA,NA,NA,NA,NA
850432307,PNM UNION MEDICAL MCM,NA,2011,NA,N,NA,NA,NA,NA,NA
850432307,PNM UNION MEDICAL MCM,NA,2012,NA,N,NA,NA,NA,NA,NA
850482958,SMALL BUSINESS INVESTMENT CORPORATION,NA,2008,NM Small Business Invest Corp,N,NA,NA,NA,NA,NA
850482958,SMALL BUSINESS INVESTMENT CORPORATION,NA,2009,NM Small Business Invest Corp,N,NA,NA,NA,NA,NA
850482958,SMALL BUSINESS INVESTMENT CORPORATION,NA,2010,NM SMALL BUSINESS INVEST CORP,N,NA,NA,NA,NA,NA
850482958,SMALL BUSINESS INVESTMENT CORPORATION,NA,2011,NM SMALL BUSINESS INVEST CORP,N,NA,NA,NA,NA,NA
850482958,SMALL BUSINESS INVESTMENT CORPORATION,NA,2012,NM SMALL BUSINESS INVEST CORP,N,NA,NA,NA,NA,NA
856009171,NEW MEXICO PIPE HEALTH & WELFARE FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
856009171,NEW MEXICO PIPE HEALTH & WELFARE FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
856009171,NEW MEXICO PIPE HEALTH & WELFARE FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
856009171,NEW MEXICO PIPE HEALTH & WELFARE FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
856009171,NEW MEXICO PIPE HEALTH & WELFARE FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
856010752,SOUTHWEST MULTICRAFT HEALTH & WELFARE TRUST FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
856010752,SOUTHWEST MULTICRAFT HEALTH & WELFARE TRUST FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
856010752,SOUTHWEST MULTICRAFT HEALTH & WELFARE TRUST FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
856010752,SOUTHWEST MULTICRAFT HEALTH & WELFARE TRUST FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
856010752,SOUTHWEST MULTICRAFT HEALTH & WELFARE TRUST FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
856011542,SHEET METAL WORKERS LOCAL #49 HEALTH & WELFARE TRUST FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
856011542,SHEET METAL WORKERS LOCAL #49 HEALTH AND WELFARE TRUST FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
856014972,CARLABAD INDUSTRIAL ACTION IN,NA,2008,NA,N,NA,NA,NA,NA,NA
856014972,CARLSBAD INDUSTRIAL ACTION INC,NA,2009,NA,N,NA,NA,NA,NA,NA
856014972,CARLSBAD INDUSTRIAL ACTION INC,NA,2010,NA,N,NA,NA,NA,NA,NA
856014972,CARLSBAD INDUSTRIAL ACTION INC,NA,2011,CARLSBAD DEPARTMENT OF DEVELOPMENT,N,NA,NA,NA,NA,NA
856014972,CARLSBAD INDUSTRIAL ACTION INC,NA,2012,CARLSBAD DEPARTMENT OF DEVELOPMENT,N,NA,NA,NA,NA,NA
860006331,BENEVOLENT & PROTECTIVE ORDER OF ELKS PHOENIX LODGE # 335,NA,2008,NA,N,1156,NA,NA,NA,NA
860006331,BENEVOLENT & PROTECTIVE ORDER OF ELKS PHOENIX LODGE # 335,NA,2009,NA,N,1156,NA,NA,NA,NA
860006331,BENEVOLENT AND PROTECTIVE ORDER OF ELKS PHOENIX LODGE NO 335,NA,2010,NA,N,1156,NA,NA,NA,NA
860006331,BENEVOLENT AND PROTECTIVE ORDER OF ELKS PHOENIX LODGE NO 335,NA,2011,NA,N,1156,NA,NA,NA,NA
860006331,BENEVOLENT AND PROTECTIVE ORDER OF ELKS PHOENIX LODGE NO 335,NA,2012,NA,N,1156,NA,NA,NA,NA
860042402,Yavapai County Fair Association,NA,2008,NA,N,NA,NA,NA,NA,NA
860043415,INTERNATIONAL UNION OF OPERATING ENGINEERS 428,NA,2009,NA,N,NA,NA,NA,NA,NA
860043415,INTERNATIONAL UNION OF OPERATING ENGINEERS 428,NA,2010,NA,N,NA,NA,NA,NA,NA
860043415,INTERNATIONAL UNION OF OPERATING ENGINEERS 428,NA,2011,NA,N,NA,NA,NA,NA,NA
860043415,INTERNATIONAL UNION OF OPERATING ENGINEERS 428,NA,2012,NA,N,NA,NA,NA,NA,NA
860043415,INTL UNION OF OPERATING ENGINEERS 428,NA,2008,NA,N,NA,NA,NA,NA,NA
860047000,Phoenix Country Club,NA,2008,NA,N,NA,NA,NA,NA,NA
860047000,PHOENIX COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
860047000,PHOENIX COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
860047000,PHOENIX COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
860047000,PHOENIX COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
860063630,UNITED ASSOC OF JOURNEYMEN & APPRENTICES OF PLUMBING & PIPEF,NA,2008,NA,N,297,NA,NA,NA,NA
860063630,UNITED ASSOC OF JOURNEYMEN & APPRENTICES PPF LOCAL 469,NA,2009,NA,N,297,NA,NA,NA,NA
860063630,UNITED ASSOC OF JOURNEYMEN & APPRENTICES PPF LOCAL 469,NA,2010,NA,N,297,NA,NA,NA,NA
860063630,UNITED ASSOC OF JOURNEYMEN & APPRENTICES PPF LOCAL 469,NA,2011,NA,N,297,NA,NA,NA,NA
860063630,UNITED ASSOC OF JOURNEYMEN & APPRENTICES PPF LOCAL 469,NA,2012,NA,N,297,NA,NA,NA,NA
860069710,YUMA COUNTY WATER USERS ASSOCIATION,NA,2008,NA,N,NA,NA,NA,NA,NA
860069710,YUMA COUNTY WATER USERS ASSOCIATION,NA,2009,NA,N,NA,NA,NA,NA,NA
860069710,YUMA COUNTY WATER USERS ASSOCIATION,NA,2010,NA,N,NA,NA,NA,NA,NA
860069710,YUMA COUNTY WATER USERS ASSOCIATION,NA,2011,NA,N,NA,NA,NA,NA,NA
860069710,YUMA COUNTY WATER USERS ASSOCIATION,NA,2012,NA,N,NA,NA,NA,NA,NA
860069988,Arizona Food Marketing Alliance,NA,2009,NA,N,NA,NA,NA,NA,NA
860069988,Arizona Food Marketing Alliance,NA,2010,NA,N,NA,NA,NA,NA,NA
860069988,Arizona Food Marketing Alliance,NA,2011,NA,N,NA,NA,NA,NA,NA
860069988,Arizona Food Marketing Alliance,NA,2012,NA,N,NA,NA,NA,NA,NA
860069988,ARIZONA FOOD MKTG ALLIANCE,NA,2008,NA,N,NA,NA,NA,NA,NA
860076993,ARIZONA COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
860076993,ARIZONA COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
860076993,ARIZONA COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
860076993,ARIZONA COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
860076993,ARIZONA COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
860080497,ARIZONA ASSOCIATION OF REALTORS,NA,2008,NA,N,NA,NA,NA,NA,NA
860080497,ARIZONA ASSOCIATION OF REALTORS,NA,2009,NA,N,NA,NA,NA,NA,NA
860080497,ARIZONA ASSOCIATION OF REALTORS,NA,2010,NA,N,NA,NA,NA,NA,NA
860080497,ARIZONA ASSOCIATION OF REALTORS,NA,2011,NA,N,NA,NA,NA,NA,NA
860080497,ARIZONA ASSOCIATION OF REALTORS,NA,2012,NA,N,NA,NA,NA,NA,NA
860082521,Tucson Country Club,NA,2009,Tucson Country Club,N,NA,NA,NA,NA,NA
860082521,TUCSON COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
860082521,TUCSON COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
860082521,TUCSON COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
860082521,TUCSON COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
860084530,FRATERNAL ORDER OF EAGLES 398,NA,2012,NA,N,NA,NA,NA,NA,NA
860097080,SUPIMA,NA,2009,NA,N,NA,NA,NA,NA,NA
860097080,SUPIMA,NA,2010,NA,N,NA,NA,NA,NA,NA
860097080,SUPIMA,NA,2011,NA,N,NA,NA,NA,NA,NA
860097080,SUPIMA,NA,2012,NA,N,NA,NA,NA,NA,NA
860097080,SUPIMA ASSOCIATION OF AMERICA,NA,2008,NA,N,NA,NA,NA,NA,NA
860104344,ARIZONA PIPE TRADES HEALTH & WELFARE TRUST FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
860104344,ARIZONA PIPE TRADES HEALTH & WELFARE TRUST FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
860104344,ARIZONA PIPE TRADES HEALTH & WELFARE TRUST FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
860104344,ARIZONA PIPE TRADES HEALTH & WELFARE TRUST FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
860105741,Arizona Credit Union League Inc,NA,2008,NA,N,NA,NA,NA,NA,NA
860105741,Arizona Credit Union League Inc,NA,2009,NA,N,NA,NA,NA,NA,NA
860105741,ARIZONA CREDIT UNION LEAGUE INC,NA,2010,NA,N,NA,NA,NA,NA,NA
860107268,PARADISE VALLEY COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
860107268,PARADISE VALLEY COUNTRY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
860107268,PARADISE VALLEY COUNTRY CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
860107268,PARADISE VALLEY COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
860107268,PARADISE VALLEY COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
860120524,WHITE MOUNTAIN COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
860120524,WHITE MOUNTAIN COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
860120524,WHITE MOUNTAIN COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
860120524,WHITE MOUNTAIN COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
860120524,WHITE MOUNTAIN COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
860140480,ARIZONA CHAPTER NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION,NA,2010,NA,N,NA,NA,NA,NA,NA
860140480,ARIZONA CHAPTER NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION,NA,2011,NA,N,NA,NA,NA,NA,NA
860140480,NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION ARIZONA CHAPTER,NA,2012,NA,N,NA,NA,NA,NA,NA
860180140,SIGMA CHI FRATERNITY,NA,2009,EPSILON UPSILON CHAPTER AZ STATE UNIV,N,NA,NA,NA,NA,NA
860180140,SIGMA CHI FRATERNITY,NA,2010,EPSILON UPSILON CHAPTER AZ STATE UNIV,N,NA,NA,NA,NA,NA
860180140,SIGMA CHI FRATERNITY EPSILON UPSILON CHAPTER,NA,2008,NA,N,NA,NA,NA,NA,NA
860214132,RECREATION CENTERS OF SUN CITY INC,NA,2008,NA,N,NA,NA,NA,NA,NA
860214132,RECREATION CENTERS OF SUN CITY INC,NA,2009,NA,N,NA,NA,NA,NA,NA
860214132,RECREATION CENTERS OF SUN CITY INC,NA,2010,NA,N,NA,NA,NA,NA,NA
860214132,RECREATION CENTERS OF SUN CITY INC,NA,2011,NA,N,NA,NA,NA,NA,NA
860214132,RECREATION CENTERS OF SUN CITY INC,NA,2012,NA,N,NA,NA,NA,NA,NA
860260329,AVONDALE LODGE #2078 LOYAL ORDER OF MOOSE,NA,2010,MOOSE FAMILY CENTER,N,NA,NA,NA,NA,NA
860260329,AVONDALE LODGE #2078 LOYAL ORDER OF MOOSE,NA,2011,NA,N,NA,NA,NA,NA,NA
860260329,AVONDALE LODGE #2078 LOYAL ORDER OF MOOSE,NA,2012,NA,N,2,NA,NA,NA,NA
860274899,ARIZONA DENTAL INSURANCE SERVICE,NA,2012,DELTA DENTAL OF ARIZONA INC,N,NA,NA,NA,NA,NA
860274899,ARIZONA DENTAL INSURANCE SERVICE INC,NA,2008,DELTA DENTAL OF ARIZONA,N,NA,NA,NA,NA,NA
